ID_Pessoa,ID_Investidor,Nome,catalog_entity_id,catalog_person_id,accao,nota_outra_firma
PER0210,INV027,Boris Golden,082376fd-1f9c-4c58-bb19-c30f1224c43b,,CRIAR,
PER0211,INV027,Réza Malekzadeh,082376fd-1f9c-4c58-bb19-c30f1224c43b,,CRIAR,
PER0212,INV027,Alison Imbert,082376fd-1f9c-4c58-bb19-c30f1224c43b,,CRIAR,
PER0213,INV027,Moritz Steinbrecher,082376fd-1f9c-4c58-bb19-c30f1224c43b,,CRIAR,
PER0214,INV027,Simone Riva,082376fd-1f9c-4c58-bb19-c30f1224c43b,,CRIAR,
PER0215,INV027,Ariadne Lemieux-Cumberlege,082376fd-1f9c-4c58-bb19-c30f1224c43b,,CRIAR,
PER0216,INV028,Dries Crevits,78a6eec2-97a5-40af-a472-5a9f37a82948,275b71f6-ed54-4964-8cfc-1cd483100961,ACTUALIZAR,lote 2
PER0217,INV028,Hilde Van der Straeten,78a6eec2-97a5-40af-a472-5a9f37a82948,32aadd9c-a2f6-4c98-b6a4-715e9846ae50,ACTUALIZAR,lote 2
PER0218,INV028,Quentin Dupont,78a6eec2-97a5-40af-a472-5a9f37a82948,7495e177-3c1c-4322-a6e0-0a620ec9bce3,ACTUALIZAR,lote 2
PER0219,INV028,Karel Van Cleemput,78a6eec2-97a5-40af-a472-5a9f37a82948,a8b2c638-c714-4f72-b861-3504b8b66721,ACTUALIZAR,lote 2
PER0220,INV028,David Devigne,78a6eec2-97a5-40af-a472-5a9f37a82948,2cea7bbf-d87d-49ac-8810-51115f5425e2,ACTUALIZAR,lote 2
PER0221,INV028,Katti Van Oosterwijck,78a6eec2-97a5-40af-a472-5a9f37a82948,e8063d16-8d31-4c1d-b4e2-a6152162f751,ACTUALIZAR,lote 2
PER0222,INV029,Riccardo Porcelli,19b2b90d-d176-4872-a682-47cc9d4cb8e2,,CRIAR,lote 2
PER0223,INV029,Luigi Lonardi,19b2b90d-d176-4872-a682-47cc9d4cb8e2,,CRIAR,lote 2
PER0224,INV030,Alexander Fink,NOVA,,CRIAR,lote 2
PER0225,INV030,Jordan Fink,NOVA,,CRIAR,lote 2
PER0226,INV031,Ross Mason,NOVA,,CRIAR,lote 2
PER0227,INV031,Melissa Klinger,NOVA,,CRIAR,lote 2
PER0228,INV031,Rytis Vitkauskas,NOVA,,CRIAR,lote 2
PER0229,INV032,Jon Lerner,NOVA,,CRIAR,lote 2
PER0230,INV032,Joe Knowles,NOVA,,CRIAR,lote 2
PER0231,INV032,Rob Toms,NOVA,,CRIAR,lote 2
PER0232,INV032,Peter Duffy,NOVA,,CRIAR,lote 2
PER0233,INV032,Freddie Kalfayan,NOVA,,CRIAR,lote 2
PER0234,INV033,Hector Mason,ed086f45-68cc-4587-a2d8-eafa1e6ca79e,,CRIAR,lote 2
PER0235,INV033,Adam Shuaib,ed086f45-68cc-4587-a2d8-eafa1e6ca79e,,CRIAR,lote 2
PER0236,INV033,Simon Murdoch,ed086f45-68cc-4587-a2d8-eafa1e6ca79e,,CRIAR,lote 2
PER0237,INV033,Paul McNabb,ed086f45-68cc-4587-a2d8-eafa1e6ca79e,,CRIAR,lote 2
PER0238,INV033,Adrian Lloyd,ed086f45-68cc-4587-a2d8-eafa1e6ca79e,,CRIAR,lote 2
PER0239,INV033,Millan Suri,ed086f45-68cc-4587-a2d8-eafa1e6ca79e,,CRIAR,lote 2
PER0240,INV033,Nuan Zhang,ed086f45-68cc-4587-a2d8-eafa1e6ca79e,,CRIAR,lote 2
PER0241,INV034,Reece Chowdhry,e6464ba3-f8fa-435e-9b4b-6d2c690c6fa5,65fa2c47-29f9-45f6-86e3-5e3ade50dad6,ACTUALIZAR,lote 2
PER0242,INV034,Oliver Kicks,e6464ba3-f8fa-435e-9b4b-6d2c690c6fa5,002858c5-ee32-4d4a-8932-e3c540214b3c,ACTUALIZAR,lote 2
PER0243,INV034,Jeff Chowdhry,e6464ba3-f8fa-435e-9b4b-6d2c690c6fa5,0245a6a1-d33b-43ab-b63f-cf589829aea9,ACTUALIZAR,lote 2
PER0244,INV034,Hugo Hazon,e6464ba3-f8fa-435e-9b4b-6d2c690c6fa5,436cb561-1a74-44cf-9db5-050dd29296d9,ACTUALIZAR,lote 2
PER0245,INV034,Anrea Munsamy,e6464ba3-f8fa-435e-9b4b-6d2c690c6fa5,a7d9df9b-17af-495b-9d86-dac2c892f7ee,ACTUALIZAR,lote 2
PER0246,INV034,Kudei Sawyer Moses,e6464ba3-f8fa-435e-9b4b-6d2c690c6fa5,19755618-c4f8-48ab-99bd-9395d159f2d5,ACTUALIZAR,lote 2
PER0247,INV035,Ben Miles,NOVA,,CRIAR,lote 2
PER0248,INV035,Johnathan Matlock,NOVA,,CRIAR,lote 2
